timestamp,elapsed_s,shoulder_pan_deg,shoulder_pan_rad,shoulder_lift_deg,shoulder_lift_rad,elbow_flex_deg,elbow_flex_rad,wrist_flex_deg,wrist_flex_rad,wrist_roll_deg,wrist_roll_rad,gripper_deg,gripper_rad
2026-07-22 11:41:33.285,1021.768,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.318,1021.801,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.351,1021.834,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.385,1021.868,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.419,1021.901,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.452,1021.934,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.485,1021.967,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.518,1022.001,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.552,1022.034,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.585,1022.068,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.619,1022.101,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.652,1022.134,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.685,1022.168,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
2026-07-22 11:41:33.718,1022.201,176.13,3.074097,179.91,3.140059,180.44,3.149263,177.89,3.104777,174.46,3.044952,172.44,3.009670
