timestamp,elapsed_s,shoulder_pan_deg,shoulder_pan_rad,shoulder_lift_deg,shoulder_lift_rad,elbow_flex_deg,elbow_flex_rad,wrist_flex_deg,wrist_flex_rad,wrist_roll_deg,wrist_roll_rad,gripper_deg,gripper_rad
2026-07-22 12:44:17.005,0.034,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.034,0.068,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.067,0.101,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.099,0.134,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.133,0.168,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.166,0.201,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.199,0.234,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.233,0.267,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.266,0.301,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.299,0.334,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.333,0.368,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.368,0.401,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.399,0.434,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.434,0.468,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.466,0.501,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.500,0.534,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.532,0.567,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.567,0.601,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.600,0.635,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.633,0.668,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.667,0.701,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.700,0.734,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.734,0.768,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.768,0.801,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.799,0.834,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.833,0.867,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.867,0.901,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.899,0.934,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.932,0.967,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:17.966,1.001,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:18.000,1.034,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:18.033,1.068,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:18.066,1.101,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
2026-07-22 12:44:18.099,1.134,172.71,3.014272,180.00,3.141593,180.53,3.150797,177.89,3.104777,176.84,3.086369,172.44,3.009670
